image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_1001.jpg,270.5,289.5,113
/home/allen/dl_grasp/src/data_expend/expand_img/data_1002.jpg,267.5,316.0,79
/home/allen/dl_grasp/src/data_expend/expand_img/data_1003.jpg,468.0,223.0,39
/home/allen/dl_grasp/src/data_expend/expand_img/data_1004.jpg,159.5,339.0,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_1005.jpg,215.0,323.5,101
/home/allen/dl_grasp/src/data_expend/expand_img/data_1006.jpg,164.5,274.0,55
/home/allen/dl_grasp/src/data_expend/expand_img/data_1007.jpg,185.5,258.0,100
/home/allen/dl_grasp/src/data_expend/expand_img/data_1008.jpg,409.5,333.5,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_1009.jpg,386.0,305.0,74
/home/allen/dl_grasp/src/data_expend/expand_img/data_1010.jpg,424.5,122.0,157
/home/allen/dl_grasp/src/data_expend/expand_img/data_1011.jpg,376.5,360.5,171
/home/allen/dl_grasp/src/data_expend/expand_img/data_1012.jpg,210.0,110.5,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_1013.jpg,292.0,187.5,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_1014.jpg,356.5,175.0,170
/home/allen/dl_grasp/src/data_expend/expand_img/data_1015.jpg,479.5,375.0,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_1016.jpg,409.5,237.5,85
/home/allen/dl_grasp/src/data_expend/expand_img/data_1017.jpg,346.0,122.0,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_1018.jpg,339.5,313.5,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_1019.jpg,204.5,352.0,85
/home/allen/dl_grasp/src/data_expend/expand_img/data_1020.jpg,402.5,198.0,0
/home/allen/dl_grasp/src/data_expend/expand_img/data_1021.jpg,394.5,267.5,176
/home/allen/dl_grasp/src/data_expend/expand_img/data_1022.jpg,211.5,247.0,69
/home/allen/dl_grasp/src/data_expend/expand_img/data_1023.jpg,228.5,148.5,115
/home/allen/dl_grasp/src/data_expend/expand_img/data_1024.jpg,393.0,261.0,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_1025.jpg,348.5,348.5,167
/home/allen/dl_grasp/src/data_expend/expand_img/data_1026.jpg,142.5,315.0,120
/home/allen/dl_grasp/src/data_expend/expand_img/data_1027.jpg,425.5,151.5,127
/home/allen/dl_grasp/src/data_expend/expand_img/data_1028.jpg,118.5,200.5,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_1029.jpg,337.0,160.0,149
/home/allen/dl_grasp/src/data_expend/expand_img/data_1030.jpg,216.0,212.0,79
/home/allen/dl_grasp/src/data_expend/expand_img/data_1031.jpg,493.5,391.5,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_1032.jpg,314.5,228.0,119
/home/allen/dl_grasp/src/data_expend/expand_img/data_1033.jpg,204.5,162.0,11
/home/allen/dl_grasp/src/data_expend/expand_img/data_1034.jpg,293.0,234.5,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_1035.jpg,358.0,157.0,34
/home/allen/dl_grasp/src/data_expend/expand_img/data_1036.jpg,269.5,217.0,127
/home/allen/dl_grasp/src/data_expend/expand_img/data_1037.jpg,413.0,237.0,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_1038.jpg,376.0,130.5,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_1039.jpg,346.0,241.5,97
/home/allen/dl_grasp/src/data_expend/expand_img/data_1040.jpg,171.5,288.0,12
