/home/allen/dl_grasp/src/data_expend/expand_img/data_1041.jpg,291.5,240.0,30
/home/allen/dl_grasp/src/data_expend/expand_img/data_1042.jpg,295.5,269.0,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_1043.jpg,459.5,240.0,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_1044.jpg,366.0,240.0,179
/home/allen/dl_grasp/src/data_expend/expand_img/data_1045.jpg,258.0,259.0,115
/home/allen/dl_grasp/src/data_expend/expand_img/data_1046.jpg,226.0,238.5,162
/home/allen/dl_grasp/src/data_expend/expand_img/data_1047.jpg,269.0,252.0,34
/home/allen/dl_grasp/src/data_expend/expand_img/data_1048.jpg,289.0,240.0,179
/home/allen/dl_grasp/src/data_expend/expand_img/data_1049.jpg,220.0,240.5,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_1050.jpg,455.5,244.5,7
/home/allen/dl_grasp/src/data_expend/expand_img/data_1051.jpg,351.5,231.0,30
/home/allen/dl_grasp/src/data_expend/expand_img/data_1052.jpg,366.5,184.5,41
/home/allen/dl_grasp/src/data_expend/expand_img/data_1053.jpg,352.0,261.0,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_1054.jpg,190.5,219.5,5
/home/allen/dl_grasp/src/data_expend/expand_img/data_1055.jpg,400.5,240.0,6
/home/allen/dl_grasp/src/data_expend/expand_img/data_1056.jpg,400.0,241.5,116
/home/allen/dl_grasp/src/data_expend/expand_img/data_1057.jpg,265.0,272.5,164
/home/allen/dl_grasp/src/data_expend/expand_img/data_1058.jpg,327.0,240.0,121
/home/allen/dl_grasp/src/data_expend/expand_img/data_1059.jpg,219.0,163.0,63
/home/allen/dl_grasp/src/data_expend/expand_img/data_1060.jpg,242.5,144.0,78
/home/allen/dl_grasp/src/data_expend/expand_img/data_1061.jpg,401.5,241.5,164
/home/allen/dl_grasp/src/data_expend/expand_img/data_1062.jpg,359.0,240.0,48
/home/allen/dl_grasp/src/data_expend/expand_img/data_1063.jpg,343.0,235.5,52
/home/allen/dl_grasp/src/data_expend/expand_img/data_1064.jpg,248.0,269.5,1
/home/allen/dl_grasp/src/data_expend/expand_img/data_1065.jpg,306.0,238.0,108
/home/allen/dl_grasp/src/data_expend/expand_img/data_1066.jpg,304.5,245.0,111
/home/allen/dl_grasp/src/data_expend/expand_img/data_1067.jpg,331.0,240.0,168
/home/allen/dl_grasp/src/data_expend/expand_img/data_1068.jpg,341.5,240.0,33
/home/allen/dl_grasp/src/data_expend/expand_img/data_1069.jpg,351.5,281.5,52
/home/allen/dl_grasp/src/data_expend/expand_img/data_1070.jpg,330.0,230.0,93
/home/allen/dl_grasp/src/data_expend/expand_img/data_1071.jpg,252.5,235.0,145
/home/allen/dl_grasp/src/data_expend/expand_img/data_1072.jpg,369.5,312.5,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_1073.jpg,449.5,240.0,10
/home/allen/dl_grasp/src/data_expend/expand_img/data_1074.jpg,282.0,240.0,20
/home/allen/dl_grasp/src/data_expend/expand_img/data_1075.jpg,385.0,294.5,11
/home/allen/dl_grasp/src/data_expend/expand_img/data_1076.jpg,200.0,240.0,159
/home/allen/dl_grasp/src/data_expend/expand_img/data_1077.jpg,181.0,244.0,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_1078.jpg,239.5,240.0,12
/home/allen/dl_grasp/src/data_expend/expand_img/data_1079.jpg,438.5,255.0,49
/home/allen/dl_grasp/src/data_expend/expand_img/data_1080.jpg,344.5,225.0,55
/home/allen/dl_grasp/src/data_expend/expand_img/data_1081.jpg,299.0,244.0,126
/home/allen/dl_grasp/src/data_expend/expand_img/data_1082.jpg,376.0,237.0,118
/home/allen/dl_grasp/src/data_expend/expand_img/data_1083.jpg,440.0,240.5,27
/home/allen/dl_grasp/src/data_expend/expand_img/data_1084.jpg,217.0,195.0,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_1085.jpg,155.5,209.5,7
/home/allen/dl_grasp/src/data_expend/expand_img/data_1086.jpg,303.5,218.5,57
/home/allen/dl_grasp/src/data_expend/expand_img/data_1087.jpg,266.5,273.5,44
/home/allen/dl_grasp/src/data_expend/expand_img/data_1088.jpg,276.5,240.0,25
/home/allen/dl_grasp/src/data_expend/expand_img/data_1089.jpg,370.5,240.0,119
/home/allen/dl_grasp/src/data_expend/expand_img/data_1090.jpg,268.5,253.5,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_1091.jpg,315.5,240.0,13
/home/allen/dl_grasp/src/data_expend/expand_img/data_1092.jpg,376.5,261.0,148
/home/allen/dl_grasp/src/data_expend/expand_img/data_1093.jpg,307.0,193.5,43
/home/allen/dl_grasp/src/data_expend/expand_img/data_1094.jpg,221.0,230.0,94
/home/allen/dl_grasp/src/data_expend/expand_img/data_1095.jpg,322.0,210.5,24
/home/allen/dl_grasp/src/data_expend/expand_img/data_1096.jpg,239.0,252.5,1
/home/allen/dl_grasp/src/data_expend/expand_img/data_1097.jpg,353.0,222.0,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_1098.jpg,406.0,250.0,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_1099.jpg,237.0,240.0,171
/home/allen/dl_grasp/src/data_expend/expand_img/data_1100.jpg,414.0,184.5,41
/home/allen/dl_grasp/src/data_expend/expand_img/data_1101.jpg,265.0,212.5,76
