image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_1.jpg,385.5,157.5,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_2.jpg,97.0,384.5,56
/home/allen/dl_grasp/src/data_expend/expand_img/data_3.jpg,211.0,173.5,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_4.jpg,208.0,229.0,71
/home/allen/dl_grasp/src/data_expend/expand_img/data_5.jpg,277.0,185.0,136
/home/allen/dl_grasp/src/data_expend/expand_img/data_6.jpg,345.5,155.5,19
/home/allen/dl_grasp/src/data_expend/expand_img/data_7.jpg,326.0,169.0,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_8.jpg,317.0,237.0,41
/home/allen/dl_grasp/src/data_expend/expand_img/data_9.jpg,438.0,263.5,126
/home/allen/dl_grasp/src/data_expend/expand_img/data_10.jpg,180.5,202.5,157
/home/allen/dl_grasp/src/data_expend/expand_img/data_11.jpg,308.0,223.5,33
/home/allen/dl_grasp/src/data_expend/expand_img/data_12.jpg,372.5,230.5,50
/home/allen/dl_grasp/src/data_expend/expand_img/data_13.jpg,508.0,342.0,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_14.jpg,497.0,136.0,140
/home/allen/dl_grasp/src/data_expend/expand_img/data_15.jpg,251.5,302.5,162
/home/allen/dl_grasp/src/data_expend/expand_img/data_16.jpg,302.5,146.0,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_17.jpg,454.5,311.5,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_18.jpg,425.5,260.5,45
/home/allen/dl_grasp/src/data_expend/expand_img/data_19.jpg,267.0,357.0,77
/home/allen/dl_grasp/src/data_expend/expand_img/data_20.jpg,341.0,348.5,162
/home/allen/dl_grasp/src/data_expend/expand_img/data_21.jpg,262.5,222.0,17
/home/allen/dl_grasp/src/data_expend/expand_img/data_22.jpg,264.5,362.5,157
/home/allen/dl_grasp/src/data_expend/expand_img/data_23.jpg,377.5,178.0,76
/home/allen/dl_grasp/src/data_expend/expand_img/data_24.jpg,227.5,92.0,122
/home/allen/dl_grasp/src/data_expend/expand_img/data_25.jpg,168.5,303.0,140
/home/allen/dl_grasp/src/data_expend/expand_img/data_26.jpg,269.5,266.5,8
/home/allen/dl_grasp/src/data_expend/expand_img/data_27.jpg,355.0,122.0,123
/home/allen/dl_grasp/src/data_expend/expand_img/data_28.jpg,270.0,299.5,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_29.jpg,456.5,148.5,16
/home/allen/dl_grasp/src/data_expend/expand_img/data_30.jpg,478.0,267.5,17
