image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_11321.jpg,137.0,355.0,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_11322.jpg,409.5,355.5,84
/home/allen/dl_grasp/src/data_expend/expand_img/data_11323.jpg,491.0,252.0,171
/home/allen/dl_grasp/src/data_expend/expand_img/data_11324.jpg,287.5,213.5,54
/home/allen/dl_grasp/src/data_expend/expand_img/data_11325.jpg,473.5,381.5,65
/home/allen/dl_grasp/src/data_expend/expand_img/data_11326.jpg,97.5,273.0,166
/home/allen/dl_grasp/src/data_expend/expand_img/data_11327.jpg,444.5,329.0,2
/home/allen/dl_grasp/src/data_expend/expand_img/data_11328.jpg,288.0,280.0,24
/home/allen/dl_grasp/src/data_expend/expand_img/data_11329.jpg,560.5,146.5,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_11330.jpg,122.0,314.0,78
/home/allen/dl_grasp/src/data_expend/expand_img/data_11331.jpg,435.5,316.5,178
/home/allen/dl_grasp/src/data_expend/expand_img/data_11332.jpg,265.0,265.0,135
/home/allen/dl_grasp/src/data_expend/expand_img/data_11333.jpg,449.5,248.0,43
/home/allen/dl_grasp/src/data_expend/expand_img/data_11334.jpg,380.0,125.0,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_11335.jpg,275.0,336.0,47
/home/allen/dl_grasp/src/data_expend/expand_img/data_11336.jpg,178.0,348.0,130
/home/allen/dl_grasp/src/data_expend/expand_img/data_11337.jpg,273.5,189.0,108
/home/allen/dl_grasp/src/data_expend/expand_img/data_11338.jpg,289.5,116.0,11
/home/allen/dl_grasp/src/data_expend/expand_img/data_11339.jpg,443.0,342.5,89
/home/allen/dl_grasp/src/data_expend/expand_img/data_11340.jpg,490.0,132.5,46
/home/allen/dl_grasp/src/data_expend/expand_img/data_11341.jpg,245.0,370.5,155
/home/allen/dl_grasp/src/data_expend/expand_img/data_11342.jpg,265.5,204.0,4
/home/allen/dl_grasp/src/data_expend/expand_img/data_11343.jpg,103.0,327.5,158
/home/allen/dl_grasp/src/data_expend/expand_img/data_11344.jpg,523.0,234.5,125
/home/allen/dl_grasp/src/data_expend/expand_img/data_11345.jpg,153.5,162.5,25
/home/allen/dl_grasp/src/data_expend/expand_img/data_11346.jpg,260.0,265.0,158
/home/allen/dl_grasp/src/data_expend/expand_img/data_11347.jpg,470.5,218.0,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_11348.jpg,248.5,274.5,157
/home/allen/dl_grasp/src/data_expend/expand_img/data_11349.jpg,226.5,291.5,76
/home/allen/dl_grasp/src/data_expend/expand_img/data_11350.jpg,160.5,359.0,40
/home/allen/dl_grasp/src/data_expend/expand_img/data_11351.jpg,146.0,214.5,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_11352.jpg,298.5,194.5,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_11353.jpg,492.5,303.0,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_11354.jpg,317.5,281.0,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_11355.jpg,206.0,281.5,64
/home/allen/dl_grasp/src/data_expend/expand_img/data_11356.jpg,136.5,234.5,124
/home/allen/dl_grasp/src/data_expend/expand_img/data_11357.jpg,254.0,250.5,87
/home/allen/dl_grasp/src/data_expend/expand_img/data_11358.jpg,428.5,271.0,118
/home/allen/dl_grasp/src/data_expend/expand_img/data_11359.jpg,459.5,138.5,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_11360.jpg,498.5,363.5,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_11361.jpg,518.5,325.5,123
/home/allen/dl_grasp/src/data_expend/expand_img/data_11362.jpg,423.0,203.0,140
/home/allen/dl_grasp/src/data_expend/expand_img/data_11363.jpg,149.5,153.5,172
/home/allen/dl_grasp/src/data_expend/expand_img/data_11364.jpg,397.5,217.5,7
/home/allen/dl_grasp/src/data_expend/expand_img/data_11365.jpg,312.5,110.5,96
/home/allen/dl_grasp/src/data_expend/expand_img/data_11366.jpg,372.0,147.0,107
/home/allen/dl_grasp/src/data_expend/expand_img/data_11367.jpg,304.5,259.5,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_11368.jpg,197.5,212.5,70
/home/allen/dl_grasp/src/data_expend/expand_img/data_11369.jpg,304.5,149.5,120
/home/allen/dl_grasp/src/data_expend/expand_img/data_11370.jpg,324.5,294.5,6
/home/allen/dl_grasp/src/data_expend/expand_img/data_11371.jpg,183.0,258.0,16
/home/allen/dl_grasp/src/data_expend/expand_img/data_11372.jpg,228.5,229.5,82
/home/allen/dl_grasp/src/data_expend/expand_img/data_11373.jpg,271.5,134.5,130
/home/allen/dl_grasp/src/data_expend/expand_img/data_11374.jpg,273.5,396.0,121
/home/allen/dl_grasp/src/data_expend/expand_img/data_11375.jpg,163.5,323.5,113
/home/allen/dl_grasp/src/data_expend/expand_img/data_11376.jpg,410.5,214.0,145
/home/allen/dl_grasp/src/data_expend/expand_img/data_11377.jpg,307.0,295.5,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_11378.jpg,438.0,169.0,154
/home/allen/dl_grasp/src/data_expend/expand_img/data_11379.jpg,291.0,365.0,115
/home/allen/dl_grasp/src/data_expend/expand_img/data_11380.jpg,269.5,244.5,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_11381.jpg,113.5,84.5,118
/home/allen/dl_grasp/src/data_expend/expand_img/data_11382.jpg,487.5,343.0,39
/home/allen/dl_grasp/src/data_expend/expand_img/data_11383.jpg,121.0,310.5,28
/home/allen/dl_grasp/src/data_expend/expand_img/data_11384.jpg,364.0,325.5,128
/home/allen/dl_grasp/src/data_expend/expand_img/data_11385.jpg,148.5,188.5,3
/home/allen/dl_grasp/src/data_expend/expand_img/data_11386.jpg,269.0,223.5,135
/home/allen/dl_grasp/src/data_expend/expand_img/data_11387.jpg,294.0,168.0,167
/home/allen/dl_grasp/src/data_expend/expand_img/data_11388.jpg,449.0,125.5,107
