image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_3541.jpg,471.5,240.0,158
/home/allen/dl_grasp/src/data_expend/expand_img/data_3542.jpg,276.0,240.0,31
/home/allen/dl_grasp/src/data_expend/expand_img/data_3543.jpg,249.0,240.0,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_3544.jpg,253.5,234.0,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_3545.jpg,463.5,240.0,2
/home/allen/dl_grasp/src/data_expend/expand_img/data_3546.jpg,295.5,229.5,44
/home/allen/dl_grasp/src/data_expend/expand_img/data_3547.jpg,181.0,172.0,87
/home/allen/dl_grasp/src/data_expend/expand_img/data_3548.jpg,292.0,246.5,146
/home/allen/dl_grasp/src/data_expend/expand_img/data_3549.jpg,295.0,233.5,30
/home/allen/dl_grasp/src/data_expend/expand_img/data_3550.jpg,355.5,235.0,33
/home/allen/dl_grasp/src/data_expend/expand_img/data_3551.jpg,339.5,168.0,176
/home/allen/dl_grasp/src/data_expend/expand_img/data_3552.jpg,268.5,189.5,77
/home/allen/dl_grasp/src/data_expend/expand_img/data_3553.jpg,413.5,222.5,45
/home/allen/dl_grasp/src/data_expend/expand_img/data_3554.jpg,263.5,240.0,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_3555.jpg,346.5,240.0,0
/home/allen/dl_grasp/src/data_expend/expand_img/data_3556.jpg,334.5,240.0,152
/home/allen/dl_grasp/src/data_expend/expand_img/data_3557.jpg,389.5,288.5,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_3558.jpg,394.0,263.0,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_3559.jpg,171.0,223.0,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_3560.jpg,292.0,291.5,25
/home/allen/dl_grasp/src/data_expend/expand_img/data_3561.jpg,251.0,373.5,179
/home/allen/dl_grasp/src/data_expend/expand_img/data_3562.jpg,537.5,195.0,157
/home/allen/dl_grasp/src/data_expend/expand_img/data_3563.jpg,288.5,140.0,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_3564.jpg,298.5,134.0,99
/home/allen/dl_grasp/src/data_expend/expand_img/data_3565.jpg,74.0,244.5,54
/home/allen/dl_grasp/src/data_expend/expand_img/data_3566.jpg,276.0,60.0,125
/home/allen/dl_grasp/src/data_expend/expand_img/data_3567.jpg,457.5,255.5,177
/home/allen/dl_grasp/src/data_expend/expand_img/data_3568.jpg,491.0,147.5,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_3569.jpg,568.5,126.5,27
/home/allen/dl_grasp/src/data_expend/expand_img/data_3570.jpg,462.0,340.0,66
/home/allen/dl_grasp/src/data_expend/expand_img/data_3571.jpg,410.5,352.0,7
/home/allen/dl_grasp/src/data_expend/expand_img/data_3572.jpg,492.5,217.5,151
/home/allen/dl_grasp/src/data_expend/expand_img/data_3573.jpg,125.5,349.5,66
/home/allen/dl_grasp/src/data_expend/expand_img/data_3574.jpg,408.5,412.5,78
/home/allen/dl_grasp/src/data_expend/expand_img/data_3575.jpg,411.0,111.5,101
/home/allen/dl_grasp/src/data_expend/expand_img/data_3576.jpg,207.0,264.0,137
/home/allen/dl_grasp/src/data_expend/expand_img/data_3577.jpg,295.0,368.0,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_3578.jpg,487.0,165.5,112
/home/allen/dl_grasp/src/data_expend/expand_img/data_3579.jpg,167.0,383.0,131
/home/allen/dl_grasp/src/data_expend/expand_img/data_3580.jpg,338.5,312.0,68
/home/allen/dl_grasp/src/data_expend/expand_img/data_3601.jpg,137.5,213.0,22
/home/allen/dl_grasp/src/data_expend/expand_img/data_3602.jpg,468.5,288.5,100
/home/allen/dl_grasp/src/data_expend/expand_img/data_3603.jpg,260.0,209.5,142
/home/allen/dl_grasp/src/data_expend/expand_img/data_3604.jpg,247.5,226.5,139
/home/allen/dl_grasp/src/data_expend/expand_img/data_3605.jpg,340.0,247.0,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_3606.jpg,243.0,245.0,17
/home/allen/dl_grasp/src/data_expend/expand_img/data_3607.jpg,197.5,188.5,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_3608.jpg,383.0,248.0,176
/home/allen/dl_grasp/src/data_expend/expand_img/data_3609.jpg,453.5,269.5,28
/home/allen/dl_grasp/src/data_expend/expand_img/data_3610.jpg,230.0,224.5,37
/home/allen/dl_grasp/src/data_expend/expand_img/data_3611.jpg,361.5,205.0,102
/home/allen/dl_grasp/src/data_expend/expand_img/data_3612.jpg,289.5,312.0,90
/home/allen/dl_grasp/src/data_expend/expand_img/data_3613.jpg,328.5,265.0,83
/home/allen/dl_grasp/src/data_expend/expand_img/data_3614.jpg,403.0,295.5,53
/home/allen/dl_grasp/src/data_expend/expand_img/data_3615.jpg,513.5,206.5,170
/home/allen/dl_grasp/src/data_expend/expand_img/data_3616.jpg,375.5,255.0,127
/home/allen/dl_grasp/src/data_expend/expand_img/data_3617.jpg,284.5,339.0,71
/home/allen/dl_grasp/src/data_expend/expand_img/data_3618.jpg,357.5,205.0,6
/home/allen/dl_grasp/src/data_expend/expand_img/data_3619.jpg,338.0,229.0,19
/home/allen/dl_grasp/src/data_expend/expand_img/data_3620.jpg,554.5,205.0,170
/home/allen/dl_grasp/src/data_expend/expand_img/data_3621.jpg,533.5,220.0,7
/home/allen/dl_grasp/src/data_expend/expand_img/data_3622.jpg,135.5,359.5,129
/home/allen/dl_grasp/src/data_expend/expand_img/data_3623.jpg,411.5,174.5,67
/home/allen/dl_grasp/src/data_expend/expand_img/data_3624.jpg,118.0,155.5,45
/home/allen/dl_grasp/src/data_expend/expand_img/data_3625.jpg,236.0,209.5,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_3626.jpg,315.0,159.0,15
/home/allen/dl_grasp/src/data_expend/expand_img/data_3627.jpg,279.0,257.0,159
/home/allen/dl_grasp/src/data_expend/expand_img/data_3628.jpg,171.5,268.0,67
/home/allen/dl_grasp/src/data_expend/expand_img/data_3629.jpg,252.0,226.5,4
/home/allen/dl_grasp/src/data_expend/expand_img/data_3630.jpg,458.5,163.0,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_3631.jpg,234.0,156.5,164
/home/allen/dl_grasp/src/data_expend/expand_img/data_3632.jpg,166.0,306.5,46
/home/allen/dl_grasp/src/data_expend/expand_img/data_3633.jpg,341.0,216.0,112
/home/allen/dl_grasp/src/data_expend/expand_img/data_3634.jpg,346.5,169.0,63
/home/allen/dl_grasp/src/data_expend/expand_img/data_3635.jpg,227.5,292.5,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_3636.jpg,102.5,293.0,25
/home/allen/dl_grasp/src/data_expend/expand_img/data_3637.jpg,342.0,132.5,60
/home/allen/dl_grasp/src/data_expend/expand_img/data_3638.jpg,475.5,340.5,93
/home/allen/dl_grasp/src/data_expend/expand_img/data_3639.jpg,128.5,298.5,142
/home/allen/dl_grasp/src/data_expend/expand_img/data_3640.jpg,288.5,160.0,55
