image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_3761.jpg,198.5,161.0,57
/home/allen/dl_grasp/src/data_expend/expand_img/data_3762.jpg,113.5,342.0,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_3763.jpg,284.0,156.5,109
/home/allen/dl_grasp/src/data_expend/expand_img/data_3764.jpg,312.5,261.0,28
/home/allen/dl_grasp/src/data_expend/expand_img/data_3765.jpg,231.5,232.5,3
/home/allen/dl_grasp/src/data_expend/expand_img/data_3766.jpg,112.0,336.5,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_3767.jpg,157.0,315.5,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_3768.jpg,411.0,77.0,77
/home/allen/dl_grasp/src/data_expend/expand_img/data_3769.jpg,446.0,69.5,86
/home/allen/dl_grasp/src/data_expend/expand_img/data_3770.jpg,370.0,162.5,118
/home/allen/dl_grasp/src/data_expend/expand_img/data_3771.jpg,309.5,222.5,40
/home/allen/dl_grasp/src/data_expend/expand_img/data_3772.jpg,158.0,158.0,60
/home/allen/dl_grasp/src/data_expend/expand_img/data_3773.jpg,333.0,169.5,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_3774.jpg,331.5,315.5,19
/home/allen/dl_grasp/src/data_expend/expand_img/data_3775.jpg,272.0,310.0,58
/home/allen/dl_grasp/src/data_expend/expand_img/data_3776.jpg,469.5,203.0,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_3777.jpg,468.5,336.0,55
/home/allen/dl_grasp/src/data_expend/expand_img/data_3778.jpg,419.5,242.0,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_3779.jpg,420.5,212.5,6
/home/allen/dl_grasp/src/data_expend/expand_img/data_3780.jpg,483.5,148.0,89
/home/allen/dl_grasp/src/data_expend/expand_img/data_3781.jpg,124.5,292.5,164
/home/allen/dl_grasp/src/data_expend/expand_img/data_3782.jpg,203.0,312.0,41
/home/allen/dl_grasp/src/data_expend/expand_img/data_3783.jpg,527.5,203.0,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_3784.jpg,404.5,274.0,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_3785.jpg,448.0,199.0,169
/home/allen/dl_grasp/src/data_expend/expand_img/data_3786.jpg,189.5,144.5,110
/home/allen/dl_grasp/src/data_expend/expand_img/data_3787.jpg,187.0,140.5,79
/home/allen/dl_grasp/src/data_expend/expand_img/data_3788.jpg,447.5,353.5,85
/home/allen/dl_grasp/src/data_expend/expand_img/data_3789.jpg,174.5,267.5,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_3790.jpg,271.5,240.0,121
/home/allen/dl_grasp/src/data_expend/expand_img/data_3791.jpg,166.0,329.5,75
/home/allen/dl_grasp/src/data_expend/expand_img/data_3792.jpg,319.0,273.0,72
