image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_13321.jpg,384.0,363.5,166
/home/allen/dl_grasp/src/data_expend/expand_img/data_13322.jpg,162.0,331.5,44
/home/allen/dl_grasp/src/data_expend/expand_img/data_13323.jpg,159.0,211.0,143
/home/allen/dl_grasp/src/data_expend/expand_img/data_13324.jpg,300.5,133.0,48
/home/allen/dl_grasp/src/data_expend/expand_img/data_13325.jpg,249.0,176.5,149
/home/allen/dl_grasp/src/data_expend/expand_img/data_13326.jpg,461.0,219.0,143
/home/allen/dl_grasp/src/data_expend/expand_img/data_13327.jpg,441.5,123.5,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_13328.jpg,424.5,273.5,31
/home/allen/dl_grasp/src/data_expend/expand_img/data_13329.jpg,382.0,153.5,58
/home/allen/dl_grasp/src/data_expend/expand_img/data_13330.jpg,165.5,191.0,90
/home/allen/dl_grasp/src/data_expend/expand_img/data_13331.jpg,445.0,260.0,18
/home/allen/dl_grasp/src/data_expend/expand_img/data_13332.jpg,485.0,355.5,65
/home/allen/dl_grasp/src/data_expend/expand_img/data_13333.jpg,438.5,206.5,173
/home/allen/dl_grasp/src/data_expend/expand_img/data_13334.jpg,482.0,175.0,17
/home/allen/dl_grasp/src/data_expend/expand_img/data_13335.jpg,501.0,117.5,128
/home/allen/dl_grasp/src/data_expend/expand_img/data_13336.jpg,478.5,216.5,129
/home/allen/dl_grasp/src/data_expend/expand_img/data_13337.jpg,485.0,81.5,52
/home/allen/dl_grasp/src/data_expend/expand_img/data_13338.jpg,378.0,343.5,96
/home/allen/dl_grasp/src/data_expend/expand_img/data_13339.jpg,362.5,354.5,169
/home/allen/dl_grasp/src/data_expend/expand_img/data_13340.jpg,121.0,289.5,43
/home/allen/dl_grasp/src/data_expend/expand_img/data_13341.jpg,370.0,288.0,31
/home/allen/dl_grasp/src/data_expend/expand_img/data_13342.jpg,147.5,336.5,60
/home/allen/dl_grasp/src/data_expend/expand_img/data_13343.jpg,214.5,173.0,102
/home/allen/dl_grasp/src/data_expend/expand_img/data_13344.jpg,297.5,279.5,0
/home/allen/dl_grasp/src/data_expend/expand_img/data_13345.jpg,246.5,197.5,51
/home/allen/dl_grasp/src/data_expend/expand_img/data_13346.jpg,465.0,182.0,175
/home/allen/dl_grasp/src/data_expend/expand_img/data_13347.jpg,399.0,313.5,88
/home/allen/dl_grasp/src/data_expend/expand_img/data_13348.jpg,346.5,256.5,175
/home/allen/dl_grasp/src/data_expend/expand_img/data_13349.jpg,487.5,378.5,118
/home/allen/dl_grasp/src/data_expend/expand_img/data_13350.jpg,183.0,378.5,62
/home/allen/dl_grasp/src/data_expend/expand_img/data_13351.jpg,232.0,277.0,102
/home/allen/dl_grasp/src/data_expend/expand_img/data_13352.jpg,376.5,213.5,22
/home/allen/dl_grasp/src/data_expend/expand_img/data_13353.jpg,414.0,293.5,163
/home/allen/dl_grasp/src/data_expend/expand_img/data_13354.jpg,295.0,127.0,66
/home/allen/dl_grasp/src/data_expend/expand_img/data_13355.jpg,499.0,248.0,29
/home/allen/dl_grasp/src/data_expend/expand_img/data_13356.jpg,136.0,231.0,19
/home/allen/dl_grasp/src/data_expend/expand_img/data_13357.jpg,223.5,265.0,97
/home/allen/dl_grasp/src/data_expend/expand_img/data_13358.jpg,349.0,200.0,179
/home/allen/dl_grasp/src/data_expend/expand_img/data_13359.jpg,390.0,181.0,100
/home/allen/dl_grasp/src/data_expend/expand_img/data_13360.jpg,375.0,299.0,107
/home/allen/dl_grasp/src/data_expend/expand_img/data_13361.jpg,424.0,215.5,5
/home/allen/dl_grasp/src/data_expend/expand_img/data_13362.jpg,217.5,185.5,175
/home/allen/dl_grasp/src/data_expend/expand_img/data_13363.jpg,348.0,123.0,132
/home/allen/dl_grasp/src/data_expend/expand_img/data_13364.jpg,391.0,250.0,4
/home/allen/dl_grasp/src/data_expend/expand_img/data_13365.jpg,438.0,334.5,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_13366.jpg,330.0,258.5,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_13367.jpg,368.5,249.0,65
/home/allen/dl_grasp/src/data_expend/expand_img/data_13368.jpg,164.0,269.0,110
/home/allen/dl_grasp/src/data_expend/expand_img/data_13369.jpg,509.5,204.5,177
/home/allen/dl_grasp/src/data_expend/expand_img/data_13370.jpg,148.5,333.0,170
/home/allen/dl_grasp/src/data_expend/expand_img/data_13371.jpg,200.5,307.0,89
/home/allen/dl_grasp/src/data_expend/expand_img/data_13372.jpg,556.5,394.5,56
/home/allen/dl_grasp/src/data_expend/expand_img/data_13373.jpg,522.0,169.5,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_13374.jpg,530.0,261.0,53
/home/allen/dl_grasp/src/data_expend/expand_img/data_13375.jpg,335.0,306.5,50
/home/allen/dl_grasp/src/data_expend/expand_img/data_13376.jpg,379.0,335.0,128
/home/allen/dl_grasp/src/data_expend/expand_img/data_13377.jpg,347.5,341.0,69
/home/allen/dl_grasp/src/data_expend/expand_img/data_13378.jpg,252.0,379.0,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_13379.jpg,315.0,281.0,171
/home/allen/dl_grasp/src/data_expend/expand_img/data_13380.jpg,245.5,232.5,29
/home/allen/dl_grasp/src/data_expend/expand_img/data_13381.jpg,479.5,228.0,24
/home/allen/dl_grasp/src/data_expend/expand_img/data_13382.jpg,385.5,173.5,156
/home/allen/dl_grasp/src/data_expend/expand_img/data_13383.jpg,198.0,255.5,131
/home/allen/dl_grasp/src/data_expend/expand_img/data_13384.jpg,514.0,355.0,103
/home/allen/dl_grasp/src/data_expend/expand_img/data_13385.jpg,407.0,380.0,84
/home/allen/dl_grasp/src/data_expend/expand_img/data_13386.jpg,367.5,310.5,82
/home/allen/dl_grasp/src/data_expend/expand_img/data_13387.jpg,402.0,203.0,82
/home/allen/dl_grasp/src/data_expend/expand_img/data_13388.jpg,238.5,114.0,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_13389.jpg,238.5,378.5,128
/home/allen/dl_grasp/src/data_expend/expand_img/data_13390.jpg,360.0,234.0,134
/home/allen/dl_grasp/src/data_expend/expand_img/data_13391.jpg,457.5,279.5,82
/home/allen/dl_grasp/src/data_expend/expand_img/data_13392.jpg,463.5,94.5,29
/home/allen/dl_grasp/src/data_expend/expand_img/data_13393.jpg,415.5,288.5,66
/home/allen/dl_grasp/src/data_expend/expand_img/data_13394.jpg,443.0,100.5,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_13395.jpg,434.5,410.0,142
/home/allen/dl_grasp/src/data_expend/expand_img/data_13396.jpg,261.5,335.5,92
/home/allen/dl_grasp/src/data_expend/expand_img/data_13397.jpg,147.5,284.5,167
/home/allen/dl_grasp/src/data_expend/expand_img/data_13398.jpg,257.5,265.5,11
/home/allen/dl_grasp/src/data_expend/expand_img/data_13399.jpg,343.5,294.0,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_13400.jpg,167.5,180.0,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_13401.jpg,387.5,309.5,61
/home/allen/dl_grasp/src/data_expend/expand_img/data_13402.jpg,161.0,139.5,74
/home/allen/dl_grasp/src/data_expend/expand_img/data_13403.jpg,331.0,301.5,2
/home/allen/dl_grasp/src/data_expend/expand_img/data_13404.jpg,453.0,152.0,14
/home/allen/dl_grasp/src/data_expend/expand_img/data_13405.jpg,255.5,233.0,107
/home/allen/dl_grasp/src/data_expend/expand_img/data_13406.jpg,212.5,274.0,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_13407.jpg,299.0,245.5,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_13408.jpg,240.0,371.5,107
/home/allen/dl_grasp/src/data_expend/expand_img/data_13409.jpg,341.0,262.0,1
/home/allen/dl_grasp/src/data_expend/expand_img/data_13410.jpg,313.5,160.5,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_13411.jpg,373.5,368.5,114
/home/allen/dl_grasp/src/data_expend/expand_img/data_13412.jpg,88.5,327.0,167
/home/allen/dl_grasp/src/data_expend/expand_img/data_13413.jpg,417.5,304.5,123
/home/allen/dl_grasp/src/data_expend/expand_img/data_13414.jpg,186.5,206.0,147
/home/allen/dl_grasp/src/data_expend/expand_img/data_13415.jpg,313.5,286.5,171
/home/allen/dl_grasp/src/data_expend/expand_img/data_13416.jpg,421.0,288.5,151
/home/allen/dl_grasp/src/data_expend/expand_img/data_13417.jpg,315.5,263.0,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_13418.jpg,512.0,266.5,123
/home/allen/dl_grasp/src/data_expend/expand_img/data_13419.jpg,449.0,160.0,90
/home/allen/dl_grasp/src/data_expend/expand_img/data_13420.jpg,301.5,102.5,155
/home/allen/dl_grasp/src/data_expend/expand_img/data_13421.jpg,195.5,217.0,88
/home/allen/dl_grasp/src/data_expend/expand_img/data_13422.jpg,203.5,283.0,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_13423.jpg,362.5,271.0,95
/home/allen/dl_grasp/src/data_expend/expand_img/data_13424.jpg,421.5,222.5,3
/home/allen/dl_grasp/src/data_expend/expand_img/data_13425.jpg,319.0,207.0,172
/home/allen/dl_grasp/src/data_expend/expand_img/data_13426.jpg,419.0,231.0,32
/home/allen/dl_grasp/src/data_expend/expand_img/data_13427.jpg,366.5,250.0,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_13428.jpg,293.0,282.5,169
/home/allen/dl_grasp/src/data_expend/expand_img/data_13429.jpg,364.0,194.0,100
/home/allen/dl_grasp/src/data_expend/expand_img/data_13430.jpg,396.0,297.0,143
/home/allen/dl_grasp/src/data_expend/expand_img/data_13431.jpg,454.5,186.0,179
/home/allen/dl_grasp/src/data_expend/expand_img/data_13432.jpg,144.0,328.0,37
/home/allen/dl_grasp/src/data_expend/expand_img/data_13433.jpg,325.0,195.0,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_13434.jpg,431.0,204.0,102
/home/allen/dl_grasp/src/data_expend/expand_img/data_13435.jpg,188.0,150.5,72
/home/allen/dl_grasp/src/data_expend/expand_img/data_13436.jpg,378.0,228.5,64
/home/allen/dl_grasp/src/data_expend/expand_img/data_13437.jpg,151.0,239.0,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_13438.jpg,381.0,302.0,89
/home/allen/dl_grasp/src/data_expend/expand_img/data_13439.jpg,261.0,261.5,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_13440.jpg,409.5,182.5,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_13441.jpg,234.0,261.0,42
/home/allen/dl_grasp/src/data_expend/expand_img/data_13442.jpg,440.5,80.5,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_13443.jpg,346.5,257.0,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_13444.jpg,478.0,313.0,41
/home/allen/dl_grasp/src/data_expend/expand_img/data_13445.jpg,224.5,246.0,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_13446.jpg,442.5,231.0,68
/home/allen/dl_grasp/src/data_expend/expand_img/data_13447.jpg,389.0,273.0,46
/home/allen/dl_grasp/src/data_expend/expand_img/data_13448.jpg,237.0,139.5,9
/home/allen/dl_grasp/src/data_expend/expand_img/data_13449.jpg,450.0,246.5,22
/home/allen/dl_grasp/src/data_expend/expand_img/data_13450.jpg,89.5,358.5,52
/home/allen/dl_grasp/src/data_expend/expand_img/data_13451.jpg,283.5,100.5,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_13452.jpg,228.5,89.5,104
/home/allen/dl_grasp/src/data_expend/expand_img/data_13453.jpg,416.0,342.0,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_13454.jpg,258.5,315.0,167
/home/allen/dl_grasp/src/data_expend/expand_img/data_13455.jpg,84.0,100.0,138
/home/allen/dl_grasp/src/data_expend/expand_img/data_13456.jpg,277.0,376.5,94
/home/allen/dl_grasp/src/data_expend/expand_img/data_13457.jpg,515.0,302.5,143
/home/allen/dl_grasp/src/data_expend/expand_img/data_13458.jpg,506.0,83.5,131
/home/allen/dl_grasp/src/data_expend/expand_img/data_13459.jpg,116.5,346.5,137
/home/allen/dl_grasp/src/data_expend/expand_img/data_13460.jpg,350.5,134.0,88
/home/allen/dl_grasp/src/data_expend/expand_img/data_13461.jpg,256.5,179.5,91
/home/allen/dl_grasp/src/data_expend/expand_img/data_13462.jpg,568.5,380.5,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_13463.jpg,514.0,222.5,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_13464.jpg,271.0,180.0,147
/home/allen/dl_grasp/src/data_expend/expand_img/data_13465.jpg,470.5,289.5,148
/home/allen/dl_grasp/src/data_expend/expand_img/data_13466.jpg,391.5,404.0,33
/home/allen/dl_grasp/src/data_expend/expand_img/data_13467.jpg,426.5,112.5,151
/home/allen/dl_grasp/src/data_expend/expand_img/data_13468.jpg,90.5,280.5,59
/home/allen/dl_grasp/src/data_expend/expand_img/data_13469.jpg,513.5,360.0,63
/home/allen/dl_grasp/src/data_expend/expand_img/data_13470.jpg,115.5,278.0,156
/home/allen/dl_grasp/src/data_expend/expand_img/data_13471.jpg,402.0,397.0,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_13472.jpg,340.0,207.0,20
/home/allen/dl_grasp/src/data_expend/expand_img/data_13473.jpg,524.5,106.0,14
/home/allen/dl_grasp/src/data_expend/expand_img/data_13474.jpg,453.0,285.0,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_13475.jpg,431.5,244.0,50
