image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_3761.jpg,553.0,140.5,173
/home/allen/dl_grasp/src/data_expend/expand_img/data_3762.jpg,119.5,248.5,142
/home/allen/dl_grasp/src/data_expend/expand_img/data_3763.jpg,192.0,200.0,146
/home/allen/dl_grasp/src/data_expend/expand_img/data_3764.jpg,420.0,323.0,163
/home/allen/dl_grasp/src/data_expend/expand_img/data_3765.jpg,128.5,232.0,48
/home/allen/dl_grasp/src/data_expend/expand_img/data_3766.jpg,155.0,323.0,128
/home/allen/dl_grasp/src/data_expend/expand_img/data_3767.jpg,394.0,129.0,122
/home/allen/dl_grasp/src/data_expend/expand_img/data_3768.jpg,202.5,221.5,129
/home/allen/dl_grasp/src/data_expend/expand_img/data_3769.jpg,489.0,124.5,97
/home/allen/dl_grasp/src/data_expend/expand_img/data_3770.jpg,553.5,176.5,4
/home/allen/dl_grasp/src/data_expend/expand_img/data_3771.jpg,353.0,344.0,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_3772.jpg,383.0,237.5,150
/home/allen/dl_grasp/src/data_expend/expand_img/data_3773.jpg,176.0,294.0,34
/home/allen/dl_grasp/src/data_expend/expand_img/data_3774.jpg,455.5,256.0,64
/home/allen/dl_grasp/src/data_expend/expand_img/data_3775.jpg,540.5,162.5,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_3776.jpg,365.0,175.0,110
/home/allen/dl_grasp/src/data_expend/expand_img/data_3777.jpg,412.0,260.5,109
/home/allen/dl_grasp/src/data_expend/expand_img/data_3778.jpg,151.5,318.5,24
/home/allen/dl_grasp/src/data_expend/expand_img/data_3779.jpg,395.0,299.0,15
/home/allen/dl_grasp/src/data_expend/expand_img/data_3780.jpg,503.5,383.0,46
/home/allen/dl_grasp/src/data_expend/expand_img/data_3781.jpg,486.0,337.0,89
/home/allen/dl_grasp/src/data_expend/expand_img/data_3782.jpg,182.0,294.5,139
/home/allen/dl_grasp/src/data_expend/expand_img/data_3783.jpg,298.0,406.5,85
/home/allen/dl_grasp/src/data_expend/expand_img/data_3784.jpg,107.0,297.5,166
/home/allen/dl_grasp/src/data_expend/expand_img/data_3785.jpg,486.5,202.5,174
/home/allen/dl_grasp/src/data_expend/expand_img/data_3786.jpg,311.5,161.0,83
/home/allen/dl_grasp/src/data_expend/expand_img/data_3787.jpg,271.5,213.5,111
/home/allen/dl_grasp/src/data_expend/expand_img/data_3788.jpg,327.0,258.0,8
