image_path,target_x,target_y,target_angle
/home/allen/dl_grasp/src/data_expend/expand_img/data_10761.jpg,255.5,264.0,149
/home/allen/dl_grasp/src/data_expend/expand_img/data_10762.jpg,465.0,326.0,133
/home/allen/dl_grasp/src/data_expend/expand_img/data_10763.jpg,149.5,234.5,115
/home/allen/dl_grasp/src/data_expend/expand_img/data_10764.jpg,403.0,296.5,32
/home/allen/dl_grasp/src/data_expend/expand_img/data_10765.jpg,425.5,180.0,169
/home/allen/dl_grasp/src/data_expend/expand_img/data_10766.jpg,100.0,274.0,26
/home/allen/dl_grasp/src/data_expend/expand_img/data_10767.jpg,399.0,346.5,35
/home/allen/dl_grasp/src/data_expend/expand_img/data_10768.jpg,262.0,226.0,38
/home/allen/dl_grasp/src/data_expend/expand_img/data_10769.jpg,437.0,290.0,73
/home/allen/dl_grasp/src/data_expend/expand_img/data_10770.jpg,175.0,187.0,32
/home/allen/dl_grasp/src/data_expend/expand_img/data_10771.jpg,241.0,171.5,62
/home/allen/dl_grasp/src/data_expend/expand_img/data_10772.jpg,163.5,366.0,94
/home/allen/dl_grasp/src/data_expend/expand_img/data_10773.jpg,357.0,296.0,149
/home/allen/dl_grasp/src/data_expend/expand_img/data_10774.jpg,149.5,190.5,52
/home/allen/dl_grasp/src/data_expend/expand_img/data_10775.jpg,212.5,265.5,56
/home/allen/dl_grasp/src/data_expend/expand_img/data_10776.jpg,148.5,134.5,55
/home/allen/dl_grasp/src/data_expend/expand_img/data_10777.jpg,432.0,155.5,71
/home/allen/dl_grasp/src/data_expend/expand_img/data_10778.jpg,357.5,283.0,36
/home/allen/dl_grasp/src/data_expend/expand_img/data_10779.jpg,94.5,210.5,160
/home/allen/dl_grasp/src/data_expend/expand_img/data_10780.jpg,292.5,260.0,35
/home/allen/dl_grasp/src/data_expend/expand_img/data_10781.jpg,521.0,144.5,18
/home/allen/dl_grasp/src/data_expend/expand_img/data_10782.jpg,434.0,244.5,147
/home/allen/dl_grasp/src/data_expend/expand_img/data_10783.jpg,247.5,258.5,63
/home/allen/dl_grasp/src/data_expend/expand_img/data_10784.jpg,250.0,248.5,22
/home/allen/dl_grasp/src/data_expend/expand_img/data_10785.jpg,350.0,163.5,99
/home/allen/dl_grasp/src/data_expend/expand_img/data_10786.jpg,216.5,206.0,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_10787.jpg,130.5,169.0,166
/home/allen/dl_grasp/src/data_expend/expand_img/data_10788.jpg,441.5,250.5,162
/home/allen/dl_grasp/src/data_expend/expand_img/data_10789.jpg,166.5,169.5,28
/home/allen/dl_grasp/src/data_expend/expand_img/data_10790.jpg,440.5,191.0,112
/home/allen/dl_grasp/src/data_expend/expand_img/data_10791.jpg,299.5,277.5,172
/home/allen/dl_grasp/src/data_expend/expand_img/data_10792.jpg,499.5,233.0,142
/home/allen/dl_grasp/src/data_expend/expand_img/data_10793.jpg,474.5,240.0,80
/home/allen/dl_grasp/src/data_expend/expand_img/data_10794.jpg,362.5,277.5,65
/home/allen/dl_grasp/src/data_expend/expand_img/data_10795.jpg,194.5,202.5,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_10796.jpg,318.5,324.5,147
/home/allen/dl_grasp/src/data_expend/expand_img/data_10797.jpg,191.5,316.5,66
/home/allen/dl_grasp/src/data_expend/expand_img/data_10798.jpg,207.5,243.0,170
/home/allen/dl_grasp/src/data_expend/expand_img/data_10799.jpg,215.5,221.5,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_10800.jpg,256.5,272.5,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_10801.jpg,270.0,122.5,112
/home/allen/dl_grasp/src/data_expend/expand_img/data_10802.jpg,317.5,257.5,34
/home/allen/dl_grasp/src/data_expend/expand_img/data_10803.jpg,449.0,263.5,32
/home/allen/dl_grasp/src/data_expend/expand_img/data_10804.jpg,336.5,248.5,21
/home/allen/dl_grasp/src/data_expend/expand_img/data_10805.jpg,279.0,218.5,77
/home/allen/dl_grasp/src/data_expend/expand_img/data_10806.jpg,429.0,249.5,168
/home/allen/dl_grasp/src/data_expend/expand_img/data_10807.jpg,406.0,268.0,176
/home/allen/dl_grasp/src/data_expend/expand_img/data_10808.jpg,280.5,180.5,47
/home/allen/dl_grasp/src/data_expend/expand_img/data_10809.jpg,218.0,211.5,96
/home/allen/dl_grasp/src/data_expend/expand_img/data_10810.jpg,445.5,167.0,63
/home/allen/dl_grasp/src/data_expend/expand_img/data_10811.jpg,410.0,245.0,96
/home/allen/dl_grasp/src/data_expend/expand_img/data_10812.jpg,390.0,154.5,19
/home/allen/dl_grasp/src/data_expend/expand_img/data_10813.jpg,316.5,232.0,135
/home/allen/dl_grasp/src/data_expend/expand_img/data_10814.jpg,312.5,206.0,112
/home/allen/dl_grasp/src/data_expend/expand_img/data_10815.jpg,228.5,95.0,94
/home/allen/dl_grasp/src/data_expend/expand_img/data_10816.jpg,197.5,245.5,43
/home/allen/dl_grasp/src/data_expend/expand_img/data_10817.jpg,180.0,251.5,127
/home/allen/dl_grasp/src/data_expend/expand_img/data_10818.jpg,432.5,300.5,105
/home/allen/dl_grasp/src/data_expend/expand_img/data_10819.jpg,407.0,244.5,16
/home/allen/dl_grasp/src/data_expend/expand_img/data_10820.jpg,481.5,226.5,12
/home/allen/dl_grasp/src/data_expend/expand_img/data_10821.jpg,381.0,223.5,3
/home/allen/dl_grasp/src/data_expend/expand_img/data_10822.jpg,409.0,239.5,163
/home/allen/dl_grasp/src/data_expend/expand_img/data_10823.jpg,195.0,242.5,50
/home/allen/dl_grasp/src/data_expend/expand_img/data_10824.jpg,259.0,128.0,144
/home/allen/dl_grasp/src/data_expend/expand_img/data_10825.jpg,413.0,231.0,176
/home/allen/dl_grasp/src/data_expend/expand_img/data_10826.jpg,259.0,295.0,132
/home/allen/dl_grasp/src/data_expend/expand_img/data_10827.jpg,395.5,307.0,154
/home/allen/dl_grasp/src/data_expend/expand_img/data_10828.jpg,331.0,227.0,165
/home/allen/dl_grasp/src/data_expend/expand_img/data_10829.jpg,339.0,263.0,61
/home/allen/dl_grasp/src/data_expend/expand_img/data_10830.jpg,242.5,224.0,64
/home/allen/dl_grasp/src/data_expend/expand_img/data_10831.jpg,165.5,194.5,12
/home/allen/dl_grasp/src/data_expend/expand_img/data_10832.jpg,430.5,304.5,62
/home/allen/dl_grasp/src/data_expend/expand_img/data_10833.jpg,215.5,223.0,97
/home/allen/dl_grasp/src/data_expend/expand_img/data_10834.jpg,229.0,310.5,161
/home/allen/dl_grasp/src/data_expend/expand_img/data_10835.jpg,198.5,216.0,38
/home/allen/dl_grasp/src/data_expend/expand_img/data_10836.jpg,153.5,365.0,107
/home/allen/dl_grasp/src/data_expend/expand_img/data_10837.jpg,319.5,232.5,125
/home/allen/dl_grasp/src/data_expend/expand_img/data_10838.jpg,387.0,166.0,15
/home/allen/dl_grasp/src/data_expend/expand_img/data_10839.jpg,285.5,238.0,38
/home/allen/dl_grasp/src/data_expend/expand_img/data_10840.jpg,400.0,237.5,117
/home/allen/dl_grasp/src/data_expend/expand_img/data_10841.jpg,447.5,240.5,32
/home/allen/dl_grasp/src/data_expend/expand_img/data_10842.jpg,355.5,240.0,17
/home/allen/dl_grasp/src/data_expend/expand_img/data_10843.jpg,437.5,270.0,127
/home/allen/dl_grasp/src/data_expend/expand_img/data_10844.jpg,195.0,280.0,164
/home/allen/dl_grasp/src/data_expend/expand_img/data_10845.jpg,232.0,282.5,50
/home/allen/dl_grasp/src/data_expend/expand_img/data_10846.jpg,423.0,297.5,108
/home/allen/dl_grasp/src/data_expend/expand_img/data_10847.jpg,266.5,248.0,106
/home/allen/dl_grasp/src/data_expend/expand_img/data_10848.jpg,397.0,240.0,110
/home/allen/dl_grasp/src/data_expend/expand_img/data_10849.jpg,288.5,258.5,146
/home/allen/dl_grasp/src/data_expend/expand_img/data_10850.jpg,383.0,241.5,49
/home/allen/dl_grasp/src/data_expend/expand_img/data_10851.jpg,231.0,237.5,62
/home/allen/dl_grasp/src/data_expend/expand_img/data_10852.jpg,280.5,252.0,61
/home/allen/dl_grasp/src/data_expend/expand_img/data_10853.jpg,379.0,240.0,124
/home/allen/dl_grasp/src/data_expend/expand_img/data_10854.jpg,283.5,251.0,98
/home/allen/dl_grasp/src/data_expend/expand_img/data_10855.jpg,368.5,239.5,145
/home/allen/dl_grasp/src/data_expend/expand_img/data_10856.jpg,445.0,293.0,131
/home/allen/dl_grasp/src/data_expend/expand_img/data_10857.jpg,328.5,310.0,93
/home/allen/dl_grasp/src/data_expend/expand_img/data_10858.jpg,422.0,240.0,15
/home/allen/dl_grasp/src/data_expend/expand_img/data_10859.jpg,278.5,261.5,22
